Wavelength_nm	Reactant_normalized	PSS_normalized_to_reactant	Reactant_reconstructed_M-1_cm-1	Reactant_lower_M-1_cm-1	Reactant_upper_M-1_cm-1	PSS_reconstructed_M-1_cm-1	Product_epsilon_M-1_cm-1	Product_epsilon_raw_M-1_cm-1	Product_lower_nonnegative_M-1_cm-1	Product_upper_nonnegative_M-1_cm-1	Product_error_lower_M-1_cm-1	Product_error_upper_M-1_cm-1
3.89125549e+02	9.50661297e-01	4.65096649e-01	1.42846386e+04	1.41077366e+04	1.44615406e+04	6.98854322e+03	4.80919005e+03	4.80919005e+03	4.62649974e+03	4.99173194e+03	1.82690307e+02	1.82541889e+02
3.89719391e+02	9.57008794e-01	4.68430509e-01	1.43800161e+04	1.42019330e+04	1.45580993e+04	7.03863780e+03	4.84575856e+03	4.84575856e+03	4.66185117e+03	5.02951662e+03	1.83907394e+02	1.83758055e+02
3.90313202e+02	9.62637215e-01	4.71614065e-01	1.44645888e+04	1.42854583e+04	1.46437193e+04	7.08647393e+03	4.88262143e+03	4.88262143e+03	4.69763754e+03	5.06745524e+03	1.84983892e+02	1.84833806e+02
3.90907013e+02	9.67622434e-01	4.74481776e-01	1.45394967e+04	1.43594385e+04	1.47195549e+04	7.12956415e+03	4.91620767e+03	4.91620767e+03	4.73027087e+03	5.10199374e+03	1.85936800e+02	1.85786066e+02
3.91500763e+02	9.72908008e-01	4.77322613e-01	1.46189177e+04	1.44378760e+04	1.47999595e+04	7.17225057e+03	4.94792142e+03	4.94792142e+03	4.76097192e+03	5.13471944e+03	1.86949499e+02	1.86798018e+02
3.92094482e+02	9.77232402e-01	4.80168106e-01	1.46838961e+04	1.45020497e+04	1.48657425e+04	7.21500696e+03	4.98404007e+03	4.98404007e+03	4.79626824e+03	5.17165996e+03	1.87771825e+02	1.87619892e+02
3.92688202e+02	9.80982726e-01	4.82627737e-01	1.47402485e+04	1.45577042e+04	1.49227928e+04	7.25196538e+03	5.01520549e+03	5.01520549e+03	4.82672041e+03	5.20353824e+03	1.88485083e+02	1.88332756e+02
3.93281860e+02	9.83161257e-01	4.84850889e-01	1.47729831e+04	1.45900334e+04	1.49559328e+04	7.28537047e+03	5.04881085e+03	5.04881085e+03	4.85992091e+03	5.23754848e+03	1.88889939e+02	1.88737625e+02
3.93875488e+02	9.86342165e-01	4.87432847e-01	1.48207794e+04	1.46372378e+04	1.50043210e+04	7.32416697e+03	5.08491909e+03	5.08491909e+03	4.89543010e+03	5.27425559e+03	1.89488992e+02	1.89336496e+02
3.94469116e+02	9.89858579e-01	4.90236422e-01	1.48736171e+04	1.46894211e+04	1.50578130e+04	7.36629350e+03	5.12384620e+03	5.12384620e+03	4.93369437e+03	5.31384532e+03	1.90151835e+02	1.89999120e+02
3.95062683e+02	9.92145295e-01	4.92579674e-01	1.49079773e+04	1.47233558e+04	1.50925987e+04	7.40150321e+03	5.15930966e+03	5.15930966e+03	4.96873298e+03	5.34973364e+03	1.90576681e+02	1.90423983e+02
3.95656250e+02	9.93994122e-01	4.94762537e-01	1.49357577e+04	1.47507922e+04	1.51207233e+04	7.43430292e+03	5.19360862e+03	5.19360862e+03	5.00269188e+03	5.38437276e+03	1.90916734e+02	1.90764139e+02
3.96249756e+02	9.96417590e-01	4.97115954e-01	1.49721728e+04	1.47867563e+04	1.51575893e+04	7.46966536e+03	5.22865664e+03	5.22865664e+03	5.03728811e+03	5.41987256e+03	1.91368536e+02	1.91215919e+02
3.96843262e+02	9.97775544e-01	4.99380441e-01	1.49925774e+04	1.48069082e+04	1.51782466e+04	7.50369154e+03	5.26675161e+03	5.26675161e+03	5.07514119e+03	5.45820969e+03	1.91610421e+02	1.91458081e+02
3.97436707e+02	9.98749247e-01	5.01390942e-01	1.50072083e+04	1.48213579e+04	1.51930586e+04	7.53390134e+03	5.30161486e+03	5.30161486e+03	5.10983561e+03	5.49324209e+03	1.91779252e+02	1.91627229e+02
3.98030151e+02	9.98832233e-01	5.03470230e-01	1.50084552e+04	1.48225894e+04	1.51943210e+04	7.56514472e+03	5.34181821e+03	5.34181821e+03	5.15004731e+03	5.53343769e+03	1.91770896e+02	1.91619484e+02
3.98623535e+02	9.99309721e-01	5.05504651e-01	1.50156299e+04	1.48296753e+04	1.52015846e+04	7.59571394e+03	5.37937540e+03	5.37937540e+03	5.18753421e+03	5.57106565e+03	1.91841189e+02	1.91690252e+02
3.99216919e+02	1.00000000e+00	5.07491078e-01	1.50260021e+04	1.48399190e+04	1.52120852e+04	7.62556199e+03	5.41504092e+03	5.41504092e+03	5.22308673e+03	5.60684457e+03	1.91954187e+02	1.91803647e+02
3.99810242e+02	9.99429135e-01	5.08961569e-01	1.50174243e+04	1.48314474e+04	1.52034011e+04	7.64765759e+03	5.44629871e+03	5.44629871e+03	5.25447508e+03	5.63797242e+03	1.91823624e+02	1.91673708e+02
4.00403564e+02	9.98516269e-01	5.10304028e-01	1.50037075e+04	1.48179005e+04	1.51895145e+04	7.66782938e+03	5.47659306e+03	5.47659306e+03	5.28496619e+03	5.66807070e+03	1.91626870e+02	1.91477643e+02
4.00996826e+02	9.98002178e-01	5.11778207e-01	1.49959828e+04	1.48102714e+04	1.51816941e+04	7.68998040e+03	5.50766800e+03	5.50766800e+03	5.31616050e+03	5.69902689e+03	1.91507505e+02	1.91358885e+02
4.01590088e+02	9.96483268e-01	5.13039430e-01	1.49731597e+04	1.47877310e+04	1.51585884e+04	7.70893155e+03	5.53909718e+03	5.53909718e+03	5.34790546e+03	5.73014113e+03	1.91191720e+02	1.91043950e+02
4.02183289e+02	9.94940692e-01	5.14333007e-01	1.49499809e+04	1.47648393e+04	1.51351226e+04	7.72836884e+03	5.57126393e+03	5.57126393e+03	5.38039307e+03	5.76198790e+03	1.90870864e+02	1.90723961e+02
4.02776489e+02	9.94047354e-01	5.15758008e-01	1.49365576e+04	1.47515822e+04	1.51215330e+04	7.74978090e+03	5.60308136e+03	5.60308136e+03	5.41240437e+03	5.79361216e+03	1.90676992e+02	1.90530798e+02
4.03369659e+02	9.93219286e-01	5.17099637e-01	1.49241151e+04	1.47392937e+04	1.51089364e+04	7.76994022e+03	5.63297891e+03	5.63297891e+03	5.44248187e+03	5.82333041e+03	1.90497038e+02	1.90351507e+02
4.03962769e+02	9.92383457e-01	5.18496276e-01	1.49115559e+04	1.47268901e+04	1.50962217e+04	7.79092611e+03	5.66398475e+03	5.66398475e+03	5.47366986e+03	5.85415480e+03	1.90314892e+02	1.90170043e+02
4.04555878e+02	9.90530223e-01	5.19752768e-01	1.48837092e+04	1.46993883e+04	1.50680301e+04	7.80980617e+03	5.69682215e+03	5.69682215e+03	5.50688919e+03	5.88661122e+03	1.89932966e+02	1.89789068e+02
4.05148926e+02	9.88420699e-01	5.20842332e-01	1.48520115e+04	1.46680831e+04	1.50359399e+04	7.82617796e+03	5.72755237e+03	5.72755237e+03	5.53805009e+03	5.91691174e+03	1.89502284e+02	1.89359363e+02
4.05741974e+02	9.85945055e-01	5.21781684e-01	1.48148124e+04	1.46313447e+04	1.49982802e+04	7.84029267e+03	5.75699456e+03	5.75699456e+03	5.56799366e+03	5.94585358e+03	1.89000899e+02	1.88859022e+02
4.06334991e+02	9.82866372e-01	5.22596836e-01	1.47685521e+04	1.45856573e+04	1.49514470e+04	7.85254115e+03	5.78671968e+03	5.78671968e+03	5.59833809e+03	5.97496059e+03	1.88381590e+02	1.88240904e+02
4.06927948e+02	9.80018814e-01	5.23344065e-01	1.47257647e+04	1.45433998e+04	1.49081297e+04	7.86376901e+03	5.81408197e+03	5.81408197e+03	5.62627312e+03	6.00175124e+03	1.87808855e+02	1.87669268e+02
4.07520905e+02	9.78042061e-01	5.23893180e-01	1.46960620e+04	1.45140649e+04	1.48780591e+04	7.87202001e+03	5.83366980e+03	5.83366980e+03	5.64625889e+03	6.02094189e+03	1.87410905e+02	1.87272089e+02
4.08113800e+02	9.76537382e-01	5.24549561e-01	1.46734527e+04	1.44917356e+04	1.48551698e+04	7.88188279e+03	5.85323202e+03	5.85323202e+03	5.66612688e+03	6.04019902e+03	1.87105148e+02	1.86966993e+02
4.08706696e+02	9.74537236e-01	5.25245081e-01	1.46433985e+04	1.44620536e+04	1.48247434e+04	7.89233368e+03	5.87578184e+03	5.87578184e+03	5.68908102e+03	6.06234533e+03	1.86700820e+02	1.86563489e+02
4.09299561e+02	9.72395106e-01	5.26020315e-01	1.46112109e+04	1.44302646e+04	1.47921572e+04	7.90398235e+03	5.90052447e+03	5.90052447e+03	5.71425704e+03	6.08665546e+03	1.86267429e+02	1.86130990e+02
4.09892365e+02	9.70436530e-01	5.26904975e-01	1.45817813e+04	1.44011995e+04	1.47623632e+04	7.91727525e+03	5.92657864e+03	5.92657864e+03	5.74070956e+03	6.11231215e+03	1.85869077e+02	1.85733507e+02
4.10485168e+02	9.67843577e-01	5.27524365e-01	1.45428196e+04	1.43627203e+04	1.47229189e+04	7.92658221e+03	5.95030351e+03	5.95030351e+03	5.76495523e+03	6.13551720e+03	1.85348279e+02	1.85213691e+02
4.11077942e+02	9.64973947e-01	5.27957693e-01	1.44997005e+04	1.43201352e+04	1.46792659e+04	7.93309339e+03	5.97163931e+03	5.97163931e+03	5.78686440e+03	6.15628065e+03	1.84774916e+02	1.84641337e+02
4.11670654e+02	9.62355212e-01	5.28284484e-01	1.44603514e+04	1.42812734e+04	1.46394295e+04	7.93800375e+03	5.98977004e+03	5.98977004e+03	5.80551754e+03	6.17388986e+03	1.84252500e+02	1.84119822e+02
4.12263367e+02	9.60060625e-01	5.28420825e-01	1.44258729e+04	1.42472219e+04	1.46045240e+04	7.94005241e+03	6.00272939e+03	6.00272939e+03	5.81893285e+03	6.18639399e+03	1.83796538e+02	1.83664603e+02
4.12856018e+02	9.57902311e-01	5.28710804e-01	1.43934421e+04	1.42151927e+04	1.45716916e+04	7.94440963e+03	6.01807526e+03	6.01807526e+03	5.83470953e+03	6.20130980e+03	1.83365727e+02	1.83234540e+02
4.13448669e+02	9.54905980e-01	5.28914447e-01	1.43484192e+04	1.41707274e+04	1.45261111e+04	7.94746957e+03	6.03549759e+03	6.03549759e+03	5.85272758e+03	6.21813740e+03	1.82770014e+02	1.82639805e+02
4.14041290e+02	9.52130649e-01	5.29240468e-01	1.43067171e+04	1.41295417e+04	1.44838925e+04	7.95236837e+03	6.05431615e+03	6.05431615e+03	5.87209955e+03	6.23640349e+03	1.82216601e+02	1.82087341e+02
4.14633850e+02	9.48907614e-01	5.29635748e-01	1.42582878e+04	1.40817121e+04	1.44348634e+04	7.95830785e+03	6.07649567e+03	6.07649567e+03	5.89492195e+03	6.25794123e+03	1.81573716e+02	1.81445561e+02
4.15226410e+02	9.46098090e-01	5.29983098e-01	1.42160719e+04	1.40400190e+04	1.43921247e+04	7.96352713e+03	6.09588389e+03	6.09588389e+03	5.91487061e+03	6.27676998e+03	1.81013279e+02	1.80886089e+02
4.15818909e+02	9.41792288e-01	5.29791909e-01	1.41513729e+04	1.39761212e+04	1.43266245e+04	7.96065433e+03	6.11147865e+03	6.11147865e+03	5.93131566e+03	6.29151571e+03	1.80162992e+02	1.80037060e+02
4.16411407e+02	9.38241713e-01	5.29737863e-01	1.40980219e+04	1.39234310e+04	1.42726129e+04	7.95984223e+03	6.12635998e+03	6.12635998e+03	5.94689937e+03	6.30569572e+03	1.79460609e+02	1.79335746e+02
4.17003876e+02	9.33936096e-01	5.29305675e-01	1.40333257e+04	1.38595360e+04	1.42071154e+04	7.95334818e+03	6.13725099e+03	6.13725099e+03	5.95863776e+03	6.31574054e+03	1.78613232e+02	1.78489553e+02
4.17596283e+02	9.29306975e-01	5.28900647e-01	1.39637685e+04	1.37908402e+04	1.41366969e+04	7.94726222e+03	6.15012397e+03	6.15012397e+03	5.97242250e+03	6.32770306e+03	1.77701477e+02	1.77579088e+02
4.18188690e+02	9.24254656e-01	5.28358052e-01	1.38878524e+04	1.37158642e+04	1.40598406e+04	7.93910919e+03	6.16221187e+03	6.16221187e+03	5.98550430e+03	6.33879843e+03	1.76707566e+02	1.76586556e+02
4.18781036e+02	9.19783133e-01	5.27651088e-01	1.38206633e+04	1.36495072e+04	1.39918194e+04	7.92848635e+03	6.16848545e+03	6.16848545e+03	5.99265484e+03	6.34419621e+03	1.75830615e+02	1.75710755e+02
4.19373383e+02	9.15126870e-01	5.26929232e-01	1.37506982e+04	1.35804086e+04	1.39209879e+04	7.91763974e+03	6.17529759e+03	6.17529759e+03	6.00038033e+03	6.35009619e+03	1.74917262e+02	1.74798605e+02
4.19965668e+02	9.11500984e-01	5.26499031e-01	1.36962157e+04	1.35266007e+04	1.38658306e+04	7.91117553e+03	6.18317653e+03	6.18317653e+03	6.00897208e+03	6.35726330e+03	1.74204450e+02	1.74086771e+02
4.20557953e+02	9.06289875e-01	5.25614924e-01	1.36179135e+04	1.34492683e+04	1.37865588e+04	7.89789094e+03	6.18931277e+03	6.18931277e+03	6.01612960e+03	6.36237958e+03	1.73183170e+02	1.73066813e+02
4.21150177e+02	9.01657495e-01	5.24860110e-01	1.35483074e+04	1.33805242e+04	1.37160906e+04	7.88654910e+03	6.19537455e+03	6.19537455e+03	6.02309961e+03	6.36753431e+03	1.72274939e+02	1.72159767e+02
4.21742401e+02	8.95633322e-01	5.23596540e-01	1.34577882e+04	1.32911259e+04	1.36244504e+04	7.86756269e+03	6.19775508e+03	6.19775508e+03	6.02665789e+03	6.36873856e+03	1.71097192e+02	1.70983475e+02
4.22334564e+02	8.89397804e-01	5.22434679e-01	1.33640933e+04	1.31985913e+04	1.35295952e+04	7.85010457e+03	6.20306898e+03	6.20306898e+03	6.03319260e+03	6.37283320e+03	1.69876386e+02	1.69764220e+02
4.22926727e+02	8.83273836e-01	5.21304012e-01	1.32720745e+04	1.31077122e+04	1.34364368e+04	7.83311517e+03	6.20849096e+03	6.20849096e+03	6.03981366e+03	6.37705761e+03	1.68677295e+02	1.68566655e+02
4.23518829e+02	8.77234005e-01	5.20005044e-01	1.31813200e+04	1.30180816e+04	1.33445584e+04	7.81359686e+03	6.21025100e+03	6.21025100e+03	6.04275413e+03	6.37763868e+03	1.67496870e+02	1.67387679e+02
4.24110931e+02	8.70525652e-01	5.18524711e-01	1.30805203e+04	1.29185301e+04	1.32425104e+04	7.79135338e+03	6.21147237e+03	6.21147237e+03	6.04528613e+03	6.37755101e+03	1.66186236e+02	1.66078644e+02
4.24702972e+02	8.63423105e-01	5.16815842e-01	1.29737974e+04	1.28131289e+04	1.31344658e+04	7.76567591e+03	6.21000326e+03	6.21000326e+03	6.04520299e+03	6.37469760e+03	1.64800276e+02	1.64694331e+02
4.25295013e+02	8.56114697e-01	5.14864720e-01	1.28639812e+04	1.27046727e+04	1.30232897e+04	7.73635836e+03	6.20473075e+03	6.20473075e+03	6.04135431e+03	6.36800289e+03	1.63376441e+02	1.63272135e+02
4.25886993e+02	8.48881187e-01	5.12892475e-01	1.27552905e+04	1.25973280e+04	1.29132529e+04	7.70672340e+03	6.19870986e+03	6.19870986e+03	6.03674217e+03	6.36057485e+03	1.61967689e+02	1.61864991e+02
4.26478943e+02	8.41339833e-01	5.10714730e-01	1.26419741e+04	1.24854150e+04	1.27985332e+04	7.67400059e+03	6.19006046e+03	6.19006046e+03	6.02956003e+03	6.35045983e+03	1.60500432e+02	1.60399373e+02
4.27070892e+02	8.33817627e-01	5.08514259e-01	1.25289454e+04	1.23737860e+04	1.26841048e+04	7.64093632e+03	6.18088166e+03	6.18088166e+03	6.02184442e+03	6.33981946e+03	1.59037238e+02	1.58937805e+02
4.27662781e+02	8.26462012e-01	5.06464710e-01	1.24184199e+04	1.22646293e+04	1.25722105e+04	7.61013979e+03	6.17390027e+03	6.17390027e+03	6.01629504e+03	6.33140769e+03	1.57605230e+02	1.57507419e+02
4.28254639e+02	8.19055828e-01	5.04391594e-01	1.23071346e+04	1.21547221e+04	1.24595470e+04	7.57898915e+03	6.16668597e+03	6.16668597e+03	6.01052248e+03	6.32275328e+03	1.56163490e+02	1.56067309e+02
4.28846497e+02	8.11413745e-01	5.02117946e-01	1.21923046e+04	1.20413142e+04	1.23432950e+04	7.54482530e+03	6.15661719e+03	6.15661719e+03	6.00193976e+03	6.31120008e+03	1.54677431e+02	1.54582892e+02
4.29438293e+02	8.03457304e-01	4.99785781e-01	1.20727511e+04	1.19232413e+04	1.22222609e+04	7.50978218e+03	6.14681743e+03	6.14681743e+03	5.99368761e+03	6.29985444e+03	1.53129826e+02	1.53037006e+02
4.30030060e+02	7.95132369e-01	4.97445394e-01	1.19476606e+04	1.17996999e+04	1.20956213e+04	7.47461552e+03	6.13851114e+03	6.13851114e+03	5.98700178e+03	6.28992950e+03	1.51509356e+02	1.51418365e+02
4.30621796e+02	7.86752365e-01	4.95053265e-01	1.18217427e+04	1.16753413e+04	1.19681440e+04	7.43867139e+03	6.12944230e+03	6.12944230e+03	5.97956371e+03	6.27923174e+03	1.49878599e+02	1.49789438e+02
4.31213531e+02	7.77792067e-01	4.92528225e-01	1.16871052e+04	1.15423713e+04	1.18318392e+04	7.40073013e+03	6.12038433e+03	6.12038433e+03	5.97224980e+03	6.26843166e+03	1.48134526e+02	1.48047332e+02
4.31805206e+02	7.68699677e-01	4.89986235e-01	1.15504829e+04	1.14074409e+04	1.16935250e+04	7.36253419e+03	6.11158845e+03	6.11158845e+03	5.96522395e+03	6.25786776e+03	1.46364500e+02	1.46279308e+02
4.32396851e+02	7.59641567e-01	4.87161636e-01	1.14143758e+04	1.12730193e+04	1.15557322e+04	7.32009176e+03	6.09712381e+03	6.09712381e+03	5.95251918e+03	6.24164515e+03	1.44604631e+02	1.44521344e+02
4.32988464e+02	7.50436658e-01	4.84126671e-01	1.12760628e+04	1.11364192e+04	1.14157064e+04	7.27448836e+03	6.07921288e+03	6.07921288e+03	5.93639468e+03	6.22194968e+03	1.42818202e+02	1.42736802e+02
4.33580048e+02	7.41631154e-01	4.80916396e-01	1.11437513e+04	1.10057462e+04	1.12817563e+04	7.22625076e+03	6.05608827e+03	6.05608827e+03	5.91497533e+03	6.19712153e+03	1.41112947e+02	1.41033257e+02
4.34171600e+02	7.32009314e-01	4.77691745e-01	1.09991735e+04	1.08629589e+04	1.11353880e+04	7.17779715e+03	6.03634708e+03	6.03634708e+03	5.89710085e+03	6.17551557e+03	1.39246226e+02	1.39168491e+02
4.34763153e+02	7.22861768e-01	4.74588208e-01	1.08617224e+04	1.07272101e+04	1.09962348e+04	7.13116340e+03	6.01684058e+03	6.01684058e+03	5.87936860e+03	6.15423666e+03	1.37471973e+02	1.37396086e+02
4.35354645e+02	7.13520428e-01	4.71118941e-01	1.07213594e+04	1.05885853e+04	1.08541335e+04	7.07903419e+03	5.99106691e+03	5.99106691e+03	5.85540320e+03	6.12665652e+03	1.35663708e+02	1.35589615e+02
4.35946106e+02	7.03581818e-01	4.67452580e-01	1.05720219e+04	1.04410972e+04	1.07029466e+04	7.02394344e+03	5.96412780e+03	5.96412780e+03	5.83038827e+03	6.09779516e+03	1.33739530e+02	1.33667355e+02
4.36537537e+02	6.93569034e-01	4.63789192e-01	1.04215697e+04	1.02925083e+04	1.05506312e+04	6.96889736e+03	5.93757964e+03	5.93757964e+03	5.80577901e+03	6.06931003e+03	1.31800631e+02	1.31730396e+02
4.37128937e+02	6.83964163e-01	4.60023205e-01	1.02772469e+04	1.01499728e+04	1.04045211e+04	6.91230963e+03	5.90719848e+03	5.90719848e+03	5.77725476e+03	6.03707376e+03	1.29943723e+02	1.29875273e+02
4.37720306e+02	6.73421691e-01	4.56332669e-01	1.01188357e+04	9.99352332e+03	1.02441481e+04	6.85685563e+03	5.88249794e+03	5.88249794e+03	5.75459768e+03	6.01033185e+03	1.27900266e+02	1.27833911e+02
4.38311615e+02	6.62378171e-01	4.52258430e-01	9.95289578e+03	9.82963839e+03	1.00761532e+04	6.79563611e+03	5.85255855e+03	5.85255855e+03	5.72679637e+03	5.97825650e+03	1.25762175e+02	1.25697949e+02
4.38902924e+02	6.50987153e-01	4.48289942e-01	9.78173431e+03	9.66059660e+03	9.90287202e+03	6.73600560e+03	5.82624248e+03	5.82624248e+03	5.70268846e+03	5.94973454e+03	1.23554016e+02	1.23492060e+02
4.39494202e+02	6.40450041e-01	4.44456129e-01	9.62340364e+03	9.50422671e+03	9.74258058e+03	6.67839872e+03	5.79872192e+03	5.79872192e+03	5.67720859e+03	5.92017534e+03	1.21513330e+02	1.21453422e+02
4.40085449e+02	6.30169296e-01	4.40583741e-01	9.46892516e+03	9.35166130e+03	9.58618902e+03	6.62021221e+03	5.76929795e+03	5.76929795e+03	5.64977408e+03	5.88876386e+03	1.19523864e+02	1.19465915e+02
4.40676666e+02	6.19515945e-01	4.36447366e-01	9.30884788e+03	9.19356642e+03	9.42412933e+03	6.55805902e+03	5.73639482e+03	5.73639482e+03	5.61893105e+03	5.85380263e+03	1.17463768e+02	1.17407811e+02
4.41267853e+02	6.09102818e-01	4.32516210e-01	9.15238021e+03	9.03903647e+03	9.26572396e+03	6.49898947e+03	5.70641821e+03	5.70641821e+03	5.59096942e+03	5.82181302e+03	1.15448791e+02	1.15394816e+02
4.41858978e+02	5.99059652e-01	4.28795633e-01	9.00147158e+03	8.88999670e+03	9.11294646e+03	6.44308408e+03	5.67889041e+03	5.67889041e+03	5.56538585e+03	5.79234292e+03	1.13504558e+02	1.13452515e+02
4.42450104e+02	5.88287459e-01	4.25086202e-01	8.83960858e+03	8.73013823e+03	8.94907894e+03	6.38734616e+03	5.65485219e+03	5.65485219e+03	5.54343635e+03	5.76621814e+03	1.11415841e+02	1.11365957e+02
4.43041199e+02	5.77194243e-01	4.21177157e-01	8.67292189e+03	8.56551579e+03	8.78032798e+03	6.32860884e+03	5.62835949e+03	5.62835949e+03	5.51909355e+03	5.73757774e+03	1.09265940e+02	1.09218252e+02
4.43632233e+02	5.66111710e-01	4.17165835e-01	8.50639574e+03	8.40105191e+03	8.61173956e+03	6.26833470e+03	5.59982296e+03	5.59982296e+03	5.49270358e+03	5.70689680e+03	1.07119374e+02	1.07073847e+02
4.44223267e+02	5.54928649e-01	4.12843485e-01	8.33835903e+03	8.23509618e+03	8.44162187e+03	6.20338706e+03	5.56566816e+03	5.56566816e+03	5.46071155e+03	5.67058134e+03	1.04956610e+02	1.04913180e+02
4.44814240e+02	5.44250329e-01	4.08387576e-01	8.17790657e+03	8.07663078e+03	8.27918236e+03	6.13643257e+03	5.52664164e+03	5.52664164e+03	5.42374626e+03	5.62949549e+03	1.02895379e+02	1.02853851e+02
4.45405212e+02	5.33056186e-01	4.03530106e-01	8.00970335e+03	7.91051060e+03	8.10889610e+03	6.06344422e+03	5.48209408e+03	5.48209408e+03	5.38135728e+03	5.58279129e+03	1.00736800e+02	1.00697209e+02
4.45996124e+02	5.21955103e-01	3.98831824e-01	7.84289847e+03	7.74577144e+03	7.94002549e+03	5.99284782e+03	5.44023529e+03	5.44023529e+03	5.34164054e+03	5.53879241e+03	9.85947501e+01	9.85571162e+01
4.46587036e+02	5.10754274e-01	3.94037006e-01	7.67459478e+03	7.57955203e+03	7.76963752e+03	5.92080086e+03	5.39694034e+03	5.39694034e+03	5.30050624e+03	5.49333877e+03	9.64341004e+01	9.63984246e+01
4.47177887e+02	4.99672370e-01	3.89423304e-01	7.50807807e+03	7.41509748e+03	7.60105866e+03	5.85147538e+03	5.35664600e+03	5.35664600e+03	5.26235117e+03	5.45090715e+03	9.42948395e+01	9.42611407e+01
4.47768738e+02	4.88708385e-01	3.85188820e-01	7.34333321e+03	7.25239284e+03	7.43427359e+03	5.78784801e+03	5.32322256e+03	5.32322256e+03	5.23104815e+03	5.41536532e+03	9.21744064e+01	9.21427646e+01
4.48359528e+02	4.77794139e-01	3.80957467e-01	7.17933572e+03	7.09042631e+03	7.26824514e+03	5.72426769e+03	5.28963697e+03	5.28963697e+03	5.19957319e+03	5.37967116e+03	9.00637844e+01	9.00341852e+01
4.48950287e+02	4.67070264e-01	3.76644678e-01	7.01819875e+03	6.93128487e+03	7.10511264e+03	5.65946372e+03	5.25360780e+03	5.25360780e+03	5.16561597e+03	5.34157199e+03	8.79918273e+01	8.79641878e+01
4.49541016e+02	4.56294026e-01	3.72082686e-01	6.85627499e+03	6.77136638e+03	6.94118360e+03	5.59091522e+03	5.21295061e+03	5.21295061e+03	5.12703814e+03	5.29883735e+03	8.59124730e+01	8.58867330e+01
4.50131744e+02	4.45420628e-01	3.67605564e-01	6.69289129e+03	6.61000603e+03	6.77577654e+03	5.52364197e+03	5.17438567e+03	5.17438567e+03	5.09057281e+03	5.25817476e+03	8.38128689e+01	8.37890839e+01
4.50722412e+02	4.34514976e-01	3.63137463e-01	6.52902294e+03	6.44816704e+03	6.60987883e+03	5.45650427e+03	5.13614155e+03	5.13614155e+03	5.05443478e+03	5.21782651e+03	8.17067708e+01	8.16849535e+01
4.51313049e+02	4.23534265e-01	3.58446792e-01	6.36402674e+03	6.28521417e+03	6.44283932e+03	5.38602225e+03	5.09389103e+03	5.09389103e+03	5.01430257e+03	5.17345960e+03	7.95884639e+01	7.95685692e+01
4.51903656e+02	4.12624550e-01	3.53731387e-01	6.20009735e+03	6.12331489e+03	6.27687980e+03	5.31516856e+03	5.05083918e+03	5.05083918e+03	4.97335467e+03	5.12830569e+03	7.74845094e+01	7.74665080e+01
4.52494232e+02	4.01945228e-01	3.48937966e-01	6.03962983e+03	5.96483461e+03	6.11442505e+03	5.24314260e+03	5.00523084e+03	5.00523084e+03	4.92980373e+03	5.08064174e+03	7.54271035e+01	7.54109013e+01
4.53084778e+02	3.91467779e-01	3.44025619e-01	5.88219566e+03	5.80935012e+03	5.95504120e+03	5.16932967e+03	4.95639568e+03	4.95639568e+03	4.88298459e+03	5.02979226e+03	7.34110870e+01	7.33965858e+01
4.53675293e+02	3.81207137e-01	3.39261038e-01	5.72801924e+03	5.65708303e+03	5.79895545e+03	5.09773705e+03	4.90947095e+03	4.90947095e+03	4.83803471e+03	4.98089436e+03	7.14362377e+01	7.14234165e+01
4.54265778e+02	3.71115441e-01	3.34776576e-01	5.57638138e+03	5.50732307e+03	5.64543970e+03	5.03035353e+03	4.86725430e+03	4.86725430e+03	4.79776280e+03	4.93673469e+03	6.94915010e+01	6.94803936e+01
4.54856232e+02	3.60900215e-01	3.30354228e-01	5.42288739e+03	5.35572995e+03	5.49004482e+03	4.96390331e+03	4.82680417e+03	4.82680417e+03	4.75928260e+03	4.89431640e+03	6.75215646e+01	6.75122279e+01
4.55446655e+02	3.50686377e-01	3.25835222e-01	5.26941423e+03	5.20415742e+03	5.33467104e+03	4.89600073e+03	4.78446163e+03	4.78446163e+03	4.71890858e+03	4.85000709e+03	6.55530551e+01	6.55454591e+01
4.56037018e+02	3.40597673e-01	3.21346535e-01	5.11782134e+03	5.05444187e+03	5.18120081e+03	4.82855371e+03	4.74214909e+03	4.74214909e+03	4.67854013e+03	4.80575217e+03	6.36089612e+01	6.36030769e+01
4.56627380e+02	3.30769090e-01	3.16774455e-01	4.97013703e+03	4.90858649e+03	5.03168757e+03	4.75985362e+03	4.69704169e+03	4.69704169e+03	4.63532433e+03	4.75875478e+03	6.17173665e+01	6.17130889e+01
4.57217712e+02	3.20904871e-01	3.12043769e-01	4.82191726e+03	4.76220228e+03	4.88163223e+03	4.68877032e+03	4.64899916e+03	4.64899916e+03	4.58917855e+03	4.70881706e+03	5.98206063e+01	5.98178978e+01
4.57807983e+02	3.11186921e-01	3.07107353e-01	4.67589532e+03	4.61798869e+03	4.73380195e+03	4.61459572e+03	4.59628545e+03	4.59628545e+03	4.53833019e+03	4.65423946e+03	5.79552605e+01	5.79540135e+01
